vehicle,box_ids,zones,nbox,mass,volume,energy,duration,prep_s,latest_start,soc,charge_s,candidate_id,route_id
A,['S001-MED-01'],['S001'],1,3.0,0.012,1.1678107636169994,1190.9069627433817,330.0,2751.423185294976,0.7404864969740002,837.3675539337997,K0e99c1b9be02b42e,K00094
B,['S001-MED-01'],['S001'],1,3.0,0.012,0.9378899520498649,1089.1061758262156,330.0,2802.3235787535586,0.7655275119875338,1073.0856458882747,Kf1913e7c68f8ebed,K00006
C,['S001-MED-01'],['S001'],1,3.0,0.012,1.9467529117121982,1164.175045862023,330.0,2747.7274770689883,0.7566558860359752,1360.5789135887203,K3dd66e629a5d1091,K00200
A,['S001-MED-02'],['S001'],1,3.0,0.012,1.1678107636169994,1190.9069627433817,330.0,2751.423185294976,0.7404864969740002,837.3675539337997,K8843f47fe8f9921b,K00095
B,['S001-MED-02'],['S001'],1,3.0,0.012,0.9378899520498649,1089.1061758262156,330.0,2802.3235787535586,0.7655275119875338,1073.0856458882747,Kc50de0b2af4c13b3,K00005
C,['S001-MED-02'],['S001'],1,3.0,0.012,1.9467529117121982,1164.175045862023,330.0,2747.7274770689883,0.7566558860359752,1360.5789135887203,K48487e3ae01bd93f,K00201
A,['S001-WAT-01'],['S001'],1,14.0,0.027,1.2195425893044773,1190.9069627433817,330.0,2751.423185294976,0.7289905357101161,852.3123035768491,Kb4037a5c7e0576d0,K00108
B,['S001-WAT-01'],['S001'],1,14.0,0.027,1.0069886056764816,1089.1061758262156,330.0,2802.3235787535586,0.7482528485808796,1103.028395793142,Ka41899886eb24870,K00034
C,['S001-WAT-01'],['S001'],1,14.0,0.027,1.987678196280053,1164.175045862023,330.0,2747.7274770689883,0.7515402254649934,1371.6628448258475,K616c0fd4131a9326,K00209
A,['S001-WAT-02'],['S001'],1,14.0,0.027,1.2195425893044773,1190.9069627433817,330.0,inf,0.7289905357101161,852.3123035768491,Kd7ab568e699bcd78,K00109
B,['S001-WAT-02'],['S001'],1,14.0,0.027,1.0069886056764816,1089.1061758262156,330.0,inf,0.7482528485808796,1103.028395793142,Ke6eee8854df1020b,K00039
C,['S001-WAT-02'],['S001'],1,14.0,0.027,1.987678196280053,1164.175045862023,330.0,inf,0.7515402254649934,1371.6628448258475,Kf0e40a2d7088e67a,K00216
A,['S001-WAT-03'],['S001'],1,14.0,0.027,1.2195425893044773,1190.9069627433817,330.0,inf,0.7289905357101161,852.3123035768491,K3188e746efd9fc6d,K00105
B,['S001-WAT-03'],['S001'],1,14.0,0.027,1.0069886056764816,1089.1061758262156,330.0,inf,0.7482528485808796,1103.028395793142,Kf388d2dcbf2fb78c,K00040
C,['S001-WAT-03'],['S001'],1,14.0,0.027,1.987678196280053,1164.175045862023,330.0,inf,0.7515402254649934,1371.6628448258475,Ka2eb81c4ac040a97,K00212
A,['S001-WAT-04'],['S001'],1,14.0,0.027,1.2195425893044773,1190.9069627433817,330.0,inf,0.7289905357101161,852.3123035768491,K30d69ac71ddf357c,K00104
