route_id,phase,t0,t1,mode,relay_id
K000002,爬升,480.0,575.3591357421875,直连,
K000002,巡航,575.3591357421875,787.7723925655769,直连,
K000002,下降,787.7723925655769,813.4213122433113,直连,
K000002,物资投送,813.4213122433113,1209.4213122433111,直连,
K000002,爬升,1209.4213122433111,1229.9404479854986,直连,
K000002,巡航,1229.9404479854986,1442.3537048088879,直连,
K000002,下降,1442.3537048088879,1561.5526244866223,直连,
K000003,爬升,390.00000176666526,485.2003333910142,直连,
K000003,巡航,485.2003333910142,748.3583577884416,直连,
K000003,巡航,748.3583577884416,977.9430108920401,中继,Q3-R004
K000003,下降,977.9430108920402,1031.343408841259,中继,Q3-R004
K000003,物资投送,1031.343408841259,1271.343408841259,中继,Q3-R004
K000003,爬升,1271.343408841259,1315.8437404656077,中继,Q3-R004
K000003,巡航,1315.8437404656079,1545.4283935692063,中继,Q3-R004
K000003,巡航,1545.4283935692063,1808.5864179666337,直连,
K000003,下降,1808.5864179666337,1922.8268159158524,直连,
K000004,爬升,390.0,544.7491292317709,直连,
K000004,巡航,544.7491292317709,806.8341108106792,直连,
K000004,巡航,806.8341108106792,906.0515492278873,中继,Q3-R004
K000004,下降,906.0515492278881,1002.4305043060124,中继,Q3-R004
K000004,物资投送,1002.4305043060131,1242.4305043060124,中继,Q3-R004
K000004,爬升,1242.430504306013,1322.7463002044499,中继,Q3-R004
K000004,巡航,1322.7463002044503,1421.963738621658,中继,Q3-R004
K000004,巡航,1421.963738621658,1684.0487202005663,直连,
K000004,下降,1684.0487202005663,1869.7476752786913,直连,
K001310,爬升,330.0,378.45220336914065,直连,
K001310,巡航,378.45220336914065,632.9541706620554,直连,
K001310,下降,632.9541706620554,668.5768147050242,直连,
K001310,物资投送,668.5768147050242,848.5768147050242,直连,
K001310,爬升,848.5768147050242,878.2623514074982,直连,
K001310,巡航,878.2623514074982,1132.7643187004128,直连,
K001310,下降,1132.7643187004128,1190.9069627433814,直连,
K000001,爬升,624.3974847701002,696.8991864302565,直连,
K000001,巡航,696.8991864302565,960.4330658467265,直连,
K000001,巡航,960.4330658467265,1191.0014407071822,中继,Q3-R004
K000001,下降,1191.0014407071824,1235.7285677823775,中继,Q3-R001
K000001,物资投送,1235.7285677823777,1631.7285677823775,中继,Q3-R001
K000001,爬升,1631.7285677823777,1667.5102694425336,中继,Q3-R001
K000001,巡航,1667.5102694425339,1898.0786443029892,中继,Q3-R004
K000001,巡航,1898.0786443029892,2161.612523719459,直连,
K000001,下降,2161.612523719459,2252.2396507946546,直连,
K000005,爬升,2101.5526244866223,2159.695268529591,直连,
K000005,巡航,2159.695268529591,2363.2968423639227,直连,
K000005,下降,2363.2968423639227,2407.8251474176336,直连,
K000005,物资投送,2407.8251474176336,2875.8251474176336,直连,
K000005,爬升,2875.8251474176336,2911.4477914606023,直连,
K000005,巡航,2911.4477914606023,3115.049365294934,直连,
K000005,下降,3115.049365294934,3187.727670348645,直连,
K000006,爬升,2259.7476752786915,2362.393187160202,直连,
K000006,巡航,2362.393187160202,2625.4467874945058,直连,
K000006,巡航,2625.4467874945058,2681.3714875776545,中继,Q3-R004
K000006,下降,2681.371487577655,2714.986101835467,中继,Q3-R004
K000006,物资投送,2714.9861018354677,2954.986101835467,中继,Q3-R004
K000006,爬升,2954.9861018354677,2982.9982803836438,中继,Q3-R004
K000006,巡航,2982.9982803836447,3038.9229804667925,中继,Q3-R004
K000006,巡航,3038.9229804667925,3301.976580801096,直连,
K000006,下降,3301.976580801096,3425.151195058909,直连,
K000007,爬升,2312.8268159158524,2403.320757159342,直连,
K000007,巡航,2403.320757159342,2666.5404253444367,直连,
K000007,巡航,2666.5404253444367,2726.6232141292603,中继,Q3-R004
K000007,下降,2726.6232141292608,2745.6159436214475,中继,Q3-R004
K000007,物资投送,2745.6159436214484,2985.6159436214475,中继,Q3-R004
K000007,爬升,2985.6159436214484,3001.4432181982706,中继,Q3-R004
K000007,巡航,3001.4432181982716,3061.5260069830956,中继,Q3-R004
K000007,巡航,3061.5260069830956,3324.7456751681902,直连,
K000007,下降,3324.7456751681902,3433.338404660378,直连,
K000008,爬升,2702.2396507946546,2855.948920814186,直连,
K000008,巡航,2855.948920814186,3118.5815899209965,直连,
K000008,巡航,3118.5815899209965,3158.2634124755855,中继,Q3-R001
K000008,下降,3158.263412475586,3239.9999999999995,中继,Q3-R001
K000008,物资投送,3240.0,3599.9999999999995,中继,Q3-R001
K000008,爬升,3600.0,3665.3892700195306,中继,Q3-R001
K000008,巡航,3665.389270019531,3705.0710925741205,中继,Q3-R001
K000008,巡航,3705.0710925741205,3967.703761680931,直连,
K000008,下降,3967.703761680931,4159.840349205345,直连,
K000009,爬升,3637.727670448647,3735.8114033588035,直连,
K000009,巡航,3735.8114033588035,4026.186584793022,直连,
K000009,巡航,4026.186584793022,4274.4187666113685,中继,Q3-R001
K000009,下降,4274.41876661137,4325.423432749064,中继,Q3-R001
K000009,物资投送,4325.423432749066,4685.423432749064,中继,Q3-R001
K000009,爬升,4685.423432749066,4726.22716565922,中继,Q3-R001
K000009,巡航,4726.227165659222,4831.3212853182595,中继,Q3-R001
K000009,巡航,4831.3212853182595,4974.459347477567,中继,Q3-R005
K000009,巡航,4974.459347477567,5264.834528911785,直连,
K000009,下降,5264.834528911785,5387.43919504948,直连,
K000010,爬升,3823.905937610475,3884.324022327272,直连,
K000010,巡航,3884.324022327272,4147.857901743742,直连,
K000010,巡航,4147.857901743742,4378.4262766041975,中继,Q3-R001
K000010,下降,4378.426276604198,4414.207978264354,中继,Q3-R001
K000010,物资投送,4414.207978264354,4624.207978264354,中继,Q3-R001
K000010,爬升,4624.207978264354,4654.026062981151,中继,Q3-R001
K000010,巡航,4654.026062981151,4884.594437841607,中继,Q3-R001
K000010,巡航,4884.594437841607,5148.128317258077,直连,
K000010,下降,5148.128317258077,5220.630018918233,直连,
K000011,爬升,4142.306051779975,4190.758255149116,直连,
K000011,巡航,4190.758255149116,4394.359828983448,直连,
K000011,下降,4394.359828983448,4429.982473026417,直连,
K000011,物资投送,4429.982473026417,4639.982473026417,直连,
K000011,爬升,4639.982473026417,4669.668009728891,直连,
K000011,巡航,4669.668009728891,4873.269583563223,直连,
K000011,下降,4873.269583563223,4931.412227606192,直连,
K000012,爬升,5195.91494866348,5369.556603936917,直连,
K000012,巡航,5369.556603936917,5631.8608755782225,直连,
K000012,巡航,5631.8608755782225,5853.811735121313,中继,Q3-R005
